"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Agaricomycetes","Agaricostilbomycetes","Archaeosporomycetes","Arthoniomycetes","Basidiobolomycetes","Chytridiomycetes","Cystobasidiomycetes","Dothideomycetes","Entorrhizomycetes","Eurotiomycetes","Exobasidiomycetes","Geminibasidiomycetes","Glomeromycetes","GS14","Lecanoromycetes","Leotiomycetes","Lobulomycetes","Microbotryomycetes","Monoblepharidomycetes","Mortierellomycetes","Mucoromycetes","Olpidiomycetes","Orbiliomycetes","Pezizomycetes","Pezizomycotina_cls_Incertae_sedis","Pucciniomycetes","Rhizophlyctidomycetes","Rhizophydiomycetes","Rozellomycotina_cls_Incertae_sedis","Saccharomycetes","Sordariomycetes","Spizellomycetes","Taphrinomycetes","Tremellomycetes","Umbelopsidomycetes","unidentified","Unknown","Ustilaginomycetes","Wallemiomycetes"
442,442,"4/21/21 8:36",1,6,0,1,1,-119.6600839,35.08096151,NA,NA,"AS06SN15","S","S","N",1,"S06","S06SN1","S06SN1","S06","SN","4/21/21 8:36",8,36,8.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR011FB",1368,0,0,519,0,0,0,18961,0,14708,0,0,644,0,10,1287,0,0,0,0,17,0,628,2362,0,0,42,0,0,0,6632,0,0,921,0,835,1800,0,0
444,444,"4/21/21 8:57",1,6,1,0,1,-119.6595725,35.0814153,NA,NA,"AS06PE15","S","P","E",1,"S06","S06PE1","S06PE1","S06","PE","4/21/21 8:57",8,57,8.95,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S601","JTMR011AK",313,17,0,36,0,0,7,20980,0,3801,0,0,110,0,0,12236,0,0,0,0,98,0,455,3876,69,0,3,0,0,0,21044,0,0,85,0,173,1329,0,0
445,445,"4/21/21 9:06",1,6,0,0,1,-119.659586,35.08134149,NA,NA,"AS06SE15","S","S","E",1,"S06","S06SE1","S06SE1","S06","SE","4/21/21 9:06",9,6,9.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S601","JTMR010CR",5731,0,0,2110,0,9,13,64161,0,9138,0,0,688,0,0,4736,0,0,9,632,0,32,306,3385,0,0,30,13,0,0,8330,91,0,1838,0,111,2089,46,0
446,446,"4/21/21 10:04",0,2,1,1,1,-119.7284223,35.1303838,NA,NA,"AC02SN15","C","P","N",1,"C02","C02PN1","C02SN1","C02","PN","4/21/21 10:04",10,4,10.06666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR010FG",1416,0,0,1291,0,41,35,26695,0,2543,0,0,297,0,0,3817,0,3,14,111,399,17,613,1267,0,0,185,6,0,0,12148,179,2,1008,0,84,2093,0,0
447,447,"4/21/21 10:21",0,2,0,1,1,-119.72299,35.13051497,NA,NA,"AC02PN15","C","S","N",1,"C02","C02SN1","C02PN1","C02","SN","4/21/21 10:21",10,21,10.35,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR010O",781,0,0,60,0,10,0,32621,0,1291,0,0,0,0,0,16833,4,43,0,396,0,0,112,6358,0,0,160,46,0,0,10582,219,0,1337,0,1206,1687,0,0
448,448,"4/21/21 10:41",0,2,0,0,1,-119.7226716,35.13090319,NA,NA,"AC02SE15","C","S","E",1,"C02","C02SE1","C02SE1","C02","SE","4/21/21 10:41",10,41,10.68333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR010AW",322,0,0,67,0,0,0,16546,0,18076,0,0,171,0,0,216,0,9,0,421,89,141,903,905,0,7,25,10,0,0,5439,933,0,301,0,112,3388,0,0
451,451,"4/21/21 12:14",0,4,0,0,1,-119.724714,35.1218074,NA,NA,"AC04SE15","C","S","E",1,"C04","C04SE1","C04SE1","C04","SE","4/21/21 12:14",12,14,12.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C401","JTMR010CT",3199,0,0,1333,0,3,0,48523,0,2574,11,0,352,0,0,4879,0,15,12,346,0,0,1247,1563,0,0,22,0,0,0,22721,143,0,841,0,271,1837,0,0
453,453,"4/21/21 13:45",0,10,1,0,1,-119.701476,35.11423216,NA,NA,"AC10PE15","C","P","E",1,"C10","C10PE1","C10PE1","C10","PE","4/21/21 13:45",13,45,13.75,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR010BH",1825,0,0,48,0,0,0,34829,0,5161,0,0,0,0,5,1658,0,15,0,80,230,0,48,5515,23,0,26,25,0,5,7298,17,0,1219,0,380,922,0,0
454,454,"4/21/21 13:54",0,10,0,0,1,-119.7014153,35.11426241,NA,NA,"AC10SE15","C","S","E",1,"C10","C10SE1","C10SE1","C10","SE","4/21/21 13:54",13,54,13.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR011BO",3122,65,0,131,0,0,0,22289,0,7925,0,0,15,0,0,416,0,0,0,0,44,0,633,748,0,0,0,0,0,0,21636,63,0,298,0,63,1355,0,0
458,458,"4/21/21 16:54",1,1,1,0,1,-119.6693035,35.08245118,NA,NA,"AS01PE15","S","P","E",1,"S01","S01PE1","S01PE1","S01","PE","4/21/21 16:54",16,54,16.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR011G",2042,0,0,54,0,0,8,26777,0,5022,0,0,0,0,10,6932,0,0,0,0,102,0,68,838,3,0,172,0,0,0,17042,189,0,3008,0,30,7814,0,0
459,459,"4/21/21 17:06",1,1,0,0,1,-119.6692839,35.08246879,NA,NA,"AS01SE15","S","S","E",1,"S01","S01SE1","S01SE1","S01","SE","4/21/21 17:06",17,6,17.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR011DV",7545,0,0,2264,0,0,8,30181,0,4686,0,0,102,0,0,2400,0,0,0,0,44,0,226,283,0,0,45,0,0,0,10655,23,15,897,0,89,4628,0,0
460,460,"4/22/21 8:26",1,5,1,1,1,-119.6803809,35.08381932,NA,NA,"AS05PN15","S","P","N",1,"S05","S05PN1","S05PN1","S05","PN","4/22/21 8:26",8,26,8.433333333,"Spring",NA,NA,NA,36.79,NA,36.95,NA,2,0,"S511","JTMR011Q",349,0,0,62,0,0,0,24373,0,5133,0,0,0,0,0,2879,0,92,0,0,58,0,13,2453,0,0,87,0,0,45,8790,122,0,688,0,130,2565,0,0
461,461,"4/22/21 8:49",1,5,0,1,1,-119.6802974,35.08218187,NA,NA,"AS05SN15","S","S","N",1,"S05","S05SN1","S05SN1","S05","SN","4/22/21 8:49",8,49,8.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S511","JTMR010AY",2495,0,0,4133,0,0,0,28074,0,2242,0,0,582,0,0,4122,0,0,0,141,0,19,875,4338,0,0,23,8,0,0,5576,164,0,773,0,133,3699,0,0
462,462,"4/22/21 9:05",1,5,0,0,1,-119.6807346,35.08221517,NA,NA,"AS05SE15","S","S","E",1,"S05","S05SE1","S05SE1","S05","SE","4/22/21 9:05",9,5,9.083333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR011BV",3325,0,0,120,0,0,7,26638,0,1231,0,0,260,0,0,11428,0,5,0,0,17,0,286,3493,0,0,29,0,0,0,2959,0,0,850,0,109,4156,0,0
464,464,"4/22/21 9:56",1,2,1,0,1,-119.6743708,35.08460265,NA,NA,"AS02PE15","S","P","E",1,"S02","S02PE1","S02PE1","S02","PE","4/22/21 9:56",9,56,9.933333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR010H",2330,0,0,39,0,37,0,39635,0,768,0,0,0,0,0,246,0,7,0,204,13,5,0,4364,0,0,786,28,0,0,3009,386,0,1459,0,1642,2733,5,0
465,465,"4/22/21 10:14",1,2,0,0,1,-119.6748002,35.08415087,NA,NA,"AS02SE15","S","S","E",1,"S02","S02SE1","S02SE1","S02","SE","4/22/21 10:14",10,14,10.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR010DZ",1419,0,0,86,0,0,12,39575,0,2452,0,0,99,0,0,821,0,0,8,301,5,34,58,4468,0,0,5,15,0,0,2750,41,0,3371,0,192,1802,0,0
477,477,"4/20/21 13:47",0,6,1,0,1,-119.7475458,35.11453835,NA,NA,"AC06PE15","C","P","E",1,"C06","C06PE1","C06PE1","C06","PE","4/20/21 13:47",13,47,13.78333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR010EM",1705,4,0,268,0,6,17,32429,0,1614,0,0,0,0,0,2790,0,0,10,138,133,0,455,3781,0,0,74,57,0,0,10800,286,0,1253,0,298,2814,0,0
478,478,"4/20/21 14:51",0,8,0,1,1,-119.729769,35.11306696,NA,NA,"AC08SN15","C","S","N",1,"C08","C08SN1","C08SN1","C08","SN","4/20/21 14:51",14,51,14.85,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C811","JTMR010CJ",1810,0,0,614,0,0,0,27717,0,1929,0,0,151,0,0,1061,0,115,57,1004,0,5,801,3671,0,0,90,41,0,0,4064,181,0,1049,0,843,1486,0,0
479,479,"4/20/21 15:55",0,7,1,1,1,-119.7328116,35.10880071,NA,NA,"AC07PN15","C","P","N",1,"C07","C07PN1","C07PN1","C07","PN","4/20/21 15:55",15,55,15.91666667,"Spring",NA,NA,NA,34.63,34.58,34.62,34.33,4,1,"C711","JTMR010AS",1321,0,0,67,0,0,15,40796,0,5941,0,0,564,0,0,2420,0,65,13,820,19,14,352,7216,6,0,73,42,0,19,8876,214,0,1599,0,377,2042,0,0
481,481,"4/20/21 16:36",0,7,0,0,1,-119.7322485,35.10831569,NA,NA,"AC07SE15","C","S","E",1,"C07","C07SE1","C07SE1","C07","SE","4/20/21 16:36",16,36,16.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR011L",3636,0,0,177,0,0,0,44241,0,768,0,0,69,0,0,5885,0,0,0,0,28,0,728,305,0,0,7,0,0,0,1209,3,0,178,0,4,747,0,0
483,483,"4/21/21 10:26",0,2,1,0,1,-119.7226224,35.13081797,NA,NA,"AC02PE15","C","P","E",1,"C02","C02PE1","C02PE1","C02","PE","4/21/21 10:26",10,26,10.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR011BH",909,0,0,64,0,0,10,20363,0,3068,0,0,87,0,0,2209,0,14,0,0,200,0,365,1167,5,0,48,0,2604,0,29535,15,0,317,0,49,1366,0,55
484,484,"4/21/21 11:22",0,4,1,1,1,-119.7242392,35.12222962,NA,NA,"AC04PN15","C","P","N",1,"C04","C04PN1","C04PN1","C04","PN","4/21/21 11:22",11,22,11.36666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR010N",1273,0,0,14,0,0,0,27802,0,506,52,0,0,0,2,245,0,0,3,65,0,0,56,7714,0,0,69,10,0,0,1397,183,0,757,0,460,415,0,0
485,485,"4/21/21 11:30",0,4,0,1,1,-119.7242543,35.12227227,NA,NA,"AC04SN15","C","S","N",1,"C04","C04SN1","C04SN1","C04","SN","4/21/21 11:30",11,30,11.5,"Spring",NA,NA,NA,34.41,35.84,34.38,36.86,4,1,"C411","JTMR011CC",971,0,0,35,0,0,0,31746,0,3592,0,0,333,0,0,415,0,24,0,0,4,0,957,2387,0,0,13,3,0,0,12540,77,0,1252,0,167,767,0,0
486,486,"4/21/21 13:09",0,10,1,1,1,-119.701232,35.11467272,NA,NA,"AC10PN15","C","P","N",1,"C10","C10PN1","C10PN1","C10","PN","4/21/21 13:09",13,9,13.15,"Spring",NA,NA,NA,34.46,34.87,34.04,34.95,4,1,"C1011","JTMR010AF",346,0,0,12,0,52,0,36012,0,19974,61,0,0,0,0,3637,0,12,0,33,251,0,2,1403,0,0,0,0,0,66,13163,40,0,474,0,33,2998,0,0
487,487,"4/21/21 13:18",0,10,0,1,1,-119.7012055,35.1145965,NA,NA,"AC10SN15","C","S","N",1,"C10","C10SN1","C10SN1","C10","SN","4/21/21 13:18",13,18,13.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1011","JTMR011DZ",601,0,0,7,0,0,0,32040,0,5529,0,0,7,0,0,2312,0,15,0,0,177,0,27,9924,0,0,35,0,0,0,12604,193,0,1044,0,87,2847,0,0
491,491,"4/21/21 16:39",1,1,1,1,1,-119.6694763,35.08286182,NA,NA,"AS01PN15","S","P","N",1,"S01","S01PN1","S01PN1","S01","PN","4/21/21 16:39",16,39,16.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR010EY",337,0,0,163,0,3,0,8110,0,22362,0,0,4,0,0,19638,0,5,0,499,158,8,89,220,2,0,15,8,0,3,9492,53,0,738,0,228,4005,0,0
492,492,"4/21/21 16:49",1,1,0,1,1,-119.6695707,35.08290121,NA,NA,"AS01SN15","S","S","N",1,"S01","S01SN1","S01SN1","S01","SN","4/21/21 16:49",16,49,16.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR011BP",1057,0,0,1079,0,0,0,19616,0,12041,0,0,163,0,0,1842,0,0,0,0,129,0,938,6931,0,0,0,0,0,0,5815,87,4,1223,0,161,2490,0,17
494,494,"4/22/21 8:53",1,5,1,0,1,-119.6807534,35.08219474,NA,NA,"AS05PE15","S","P","E",1,"S05","S05PE1","S05PE1","S05","PE","4/22/21 8:53",8,53,8.883333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR011AP",706,0,0,706,4,0,10,18583,0,15369,0,0,139,0,0,3820,0,11,0,0,187,0,480,1547,0,0,34,0,0,0,14939,31,0,196,0,35,5497,0,0
495,495,"4/22/21 9:49",1,2,1,1,1,-119.6752519,35.08399229,NA,NA,"AS02SN15","S","P","N",1,"S02","S02PN1","S02SN1","S02","PN","4/22/21 9:49",9,49,9.816666667,"Spring",NA,NA,NA,30.32,31.34,31.46,31.43,4,1,"S211","JTMR010Z",1547,0,0,14,0,55,0,33178,3,5108,0,7,0,0,4,1351,0,3,0,250,49,0,0,4960,0,0,176,31,0,0,9737,402,0,2345,0,3657,7741,3,0
496,496,"4/22/21 9:55",1,2,0,1,1,-119.6753931,35.08397755,NA,NA,"AS02PN15","S","S","N",1,"S02","S02SN1","S02PN1","S02","SN","4/22/21 9:55",9,55,9.916666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR011DD",1070,0,0,119,0,0,8,20418,0,1749,0,28,301,0,0,4392,0,0,0,0,140,0,29,5963,0,0,0,0,0,0,8175,19,0,1235,0,80,1394,0,0
